orthogroup	type	Ht_pval	Ht_pval2	He_pval	He_pval2	class
OG0013022	 SC	0.493783277971079	0.493783277971079	0.5	0.5	non-significant
OG0013023	 SC	0.5	0.5	0.0610267590075827	0.0610267590075827	He_selection
OG0013024	 SC	0.5	0.5	0.5	0.5	non-significant
OG0013025	 SC	0.0388183165895869	0.0388183165895869	0.00864449286319496	0.00864449286319496	both_selection
OG0013027	 SC	0.5	0.5	0.347154223336792	0.347154223336792	non-significant
OG0013028	 SC	0.0297108004906733	0.0297108004906733	0.00848076545138149	0.00848076545138149	both_selection
OG0013029	 SC	0.000278626763649703	0.000278626763649703	0.5	0.5	Ht_selection
OG0013030	 SC	0.5	0.5	0.391257453816933	0.391257453816933	non-significant
OG0013031	 SC	0.482001491568096	0.482001491568096	0.400613636561207	0.400613636561207	non-significant
OG0013032	 SC	0.5	0.5	0.5	0.5	non-significant
OG0013033	 SC	0.5	0.5	0.5	0.5	non-significant
OG0013034	 SC	0.5	0.5	0.5	0.5	non-significant
OG0013035	 SC	0.5	0.5	0.5	0.5	non-significant
OG0013036	 SC	0.241931176667188	0.241931176667188	0.310270127094625	0.310270127094625	non-significant
OG0013037	 SC	0.5	0.5	0.5	0.5	non-significant
OG0013038	 SC	0.0944359477801539	0.0944359477801539	0.129355951228867	0.129355951228867	Ht_selection
OG0013039	 SC	0.5	0.5	0.5	0.5	non-significant
OG0013040	 SC	0.5	0.5	0.5	0.5	non-significant
OG0013041	 SC	0.5	0.5	0.5	0.5	non-significant
OG0013042	 SC	0.480544315343466	0.480544315343466	0.5	0.5	non-significant
OG0013043	 SC	0.5	0.5	0.5	0.5	non-significant
OG0013044	 SC	0.5	0.5	0.5	0.5	non-significant
OG0013045	 SC	0.5	0.5	0.5	0.5	non-significant
OG0013046	 SC	0.5	0.5	0.5	0.5	non-significant
OG0013047	 SC	0.5	0.5	0.5	0.5	non-significant
OG0013048	 SC	0.0737262808233524	0.0737262808233524	0.310564300348139	0.310564300348139	Ht_selection
OG0013049	 SC	0.310173807227229	0.310173807227229	0.481112288121548	0.481112288121548	non-significant
OG0013050	 SC	0.5	0.5	0.0977378520751856	0.0977378520751856	He_selection
OG0013051	 SC	0.5	0.5	0.5	0.5	non-significant
OG0013052	 SC	0.326392853523353	0.326392853523353	0.5	0.5	non-significant
OG0013053	 SC	0.5	0.5	0.5	0.5	non-significant
OG0013055	 SC	0.5	0.5	0.483599499954581	0.483599499954581	non-significant
OG0013056	 SC	0.5	0.5	0.5	0.5	non-significant
OG0013057	 SC	0.482950757563127	0.482950757563127	0.5	0.5	non-significant
OG0013058	 SC	0.5	0.5	0.151629727654295	0.151629727654295	non-significant
OG0013060	 SC	0.498694298630242	0.498694298630242	0.179759481658656	0.179759481658656	non-significant
OG0013062	 SC	0.0697310500340185	0.0697310500340185	0.5	0.5	Ht_selection
OG0013063	 SC	0.0598417339065195	0.0598417339065195	0.5	0.5	Ht_selection
OG0013064	 SC	0.5	0.5	0.5	0.5	non-significant
OG0013065	 SC	0.322319964907639	0.322319964907639	0.5	0.5	non-significant
OG0013066	 SC	0.5	0.5	0.0316960897551965	0.0316960897551965	He_selection
OG0013067	 SC	0.5	0.5	0.5	0.5	non-significant
OG0013068	 SC	0.5	0.5	0.5	0.5	non-significant
OG0013070	 SC	0.0293411880920265	0.0293411880920265	0.5	0.5	Ht_selection
OG0013071	 SC	0.387636292238327	0.387636292238327	0.5	0.5	non-significant
OG0013072	 SC	0.5	0.5	0.0517690434434636	0.0517690434434636	He_selection
OG0013073	 SC	0.410319689264616	0.410319689264616	0.5	0.5	non-significant
OG0013075	 SC	0.5	0.5	0.5	0.5	non-significant
OG0013078	 SC	0.5	0.5	0.46394908362359	0.46394908362359	non-significant
OG0013079	 SC	0.5	0.5	0.5	0.5	non-significant
OG0013080	 SC	0.0519511789200627	0.0519511789200627	0.00614844778393797	0.00614844778393797	both_selection
OG0013081	 SC	0.5	0.5	0.5	0.5	non-significant
OG0013082	 SC	0.5	0.5	0.5	0.5	non-significant
OG0013083	 SC	0.5	0.5	0.5	0.5	non-significant
OG0013084	 SC	0.5	0.5	0.0371546304722135	0.0371546304722135	He_selection
OG0013089	 SC	0.094189957870655	0.094189957870655	0.5	0.5	Ht_selection
OG0013090	 SC	0.0380349960847843	0.0380349960847843	0.5	0.5	Ht_selection
OG0013091	 SC	0.5	0.5	0.0308227964747102	0.0308227964747102	He_selection
OG0013092	 SC	0.5	0.5	0.5	0.5	non-significant
OG0013093	 SC	0.5	0.5	0.173867756364579	0.173867756364579	non-significant
OG0013095	 SC	0.5	0.5	0.000251810031641764	0.000251810031641764	He_selection
OG0013096	 SC	0.5	0.5	0.200906950272178	0.200906950272178	non-significant
OG0013097	 SC	0.5	0.5	0.492142221819242	0.492142221819242	non-significant
OG0013100	 SC	0.5	0.5	0.32853203423154	0.32853203423154	non-significant
OG0013101	 SC	0.5	0.5	0.5	0.5	non-significant
OG0013102	 SC	0.483250577996214	0.483250577996214	0.00438543217355353	0.00438543217355353	He_selection
OG0013103	 SC	0.177624548876576	0.177624548876576	0.131874734678571	0.131874734678571	non-significant
OG0013104	 SC	0.5	0.5	0.362123387227656	0.362123387227656	non-significant
OG0013105	 SC	0.00155203774480417	0.00155203774480417	0.386531900961759	0.386531900961759	Ht_selection
OG0013106	 SC	0.5	0.5	0	1e-04	He_selection
OG0013107	 SC	0.5	0.5	0.5	0.5	non-significant
OG0013108	 SC	0.5	0.5	0.5	0.5	non-significant
OG0013109	 SC	0.123716960734674	0.123716960734674	0.392697352694224	0.392697352694224	non-significant
OG0013110	 SC	0.447281107748155	0.447281107748155	0.5	0.5	non-significant
OG0013111	 SC	0.5	0.5	0.5	0.5	non-significant
OG0013112	 SC	0.5	0.5	0.5	0.5	non-significant
OG0013113	 SC	0.5	0.5	0.5	0.5	non-significant
OG0013114	 SC	0.5	0.5	0.478996621559442	0.478996621559442	non-significant
OG0013115	 SC	0.5	0.5	0.5	0.5	non-significant
OG0013118	 SC	0.5	0.5	0.219974247610126	0.219974247610126	non-significant
OG0013119	 SC	0.5	0.5	0.5	0.5	non-significant
OG0013121	 SC	0.26579199473358	0.26579199473358	0.5	0.5	non-significant
OG0013122	 SC	0.395281943851914	0.395281943851914	0.5	0.5	non-significant
OG0013123	 SC	0.5	0.5	0.5	0.5	non-significant
OG0013124	 SC	0.5	0.5	0.5	0.5	non-significant
OG0013125	 SC	0.5	0.5	0.5	0.5	non-significant
OG0013126	 SC	0.5	0.5	0.5	0.5	non-significant
OG0013127	 SC	0.5	0.5	0.5	0.5	non-significant
OG0013128	 SC	0.306691188158566	0.306691188158566	0.5	0.5	non-significant
OG0013129	 SC	0.223381450795436	0.223381450795436	0.5	0.5	non-significant
OG0013130	 SC	0.5	0.5	0.5	0.5	non-significant
OG0013133	 SC	0.5	0.5	0.5	0.5	non-significant
OG0013134	 SC	0.05616715730092	0.05616715730092	0.499023223380436	0.499023223380436	Ht_selection
OG0013135	 SC	0.5	0.5	0.5	0.5	non-significant
OG0013136	 SC	0.5	0.5	0.37821717888217	0.37821717888217	non-significant
OG0013137	 SC	0.5	0.5	0.49508731484624	0.49508731484624	non-significant
OG0013139	 SC	0.5	0.5	0.5	0.5	non-significant
OG0013140	 SC	0.0945822073449484	0.0945822073449484	0.000270448972277793	0.000270448972277793	both_selection
OG0013141	 SC	0.00864178175795838	0.00864178175795838	0.5	0.5	Ht_selection
OG0013142	 SC	0.5	0.5	0.34080448857033	0.34080448857033	non-significant
OG0013143	 SC	0.5	0.5	0.385345310566186	0.385345310566186	non-significant
OG0013144	 SC	0.5	0.5	0.5	0.5	non-significant
OG0013145	 SC	0.5	0.5	0.5	0.5	non-significant
OG0013146	 SC	0.5	0.5	0.5	0.5	non-significant
OG0013147	 SC	0.5	0.5	0.5	0.5	non-significant
OG0013148	 SC	0.161085630951358	0.161085630951358	0.329969555683556	0.329969555683556	non-significant
OG0013149	 SC	0.5	0.5	0.358893537830995	0.358893537830995	non-significant
OG0013150	 SC	0.5	0.5	0.5	0.5	non-significant
OG0013152	 SC	0.5	0.5	0.5	0.5	non-significant
OG0013153	 SC	0.5	0.5	0.5	0.5	non-significant
OG0013156	 SC	0.5	0.5	0.0313141405011957	0.0313141405011957	He_selection
OG0013159	 SC	0.5	0.5	0.5	0.5	non-significant
OG0013160	 SC	0.484459076532271	0.484459076532271	0.40098615140896	0.40098615140896	non-significant
OG0013162	 SC	0.5	0.5	0.5	0.5	non-significant
OG0013169	 SC	0.5	0.5	0.5	0.5	non-significant
OG0013176	 SC	0.5	0.5	0.5	0.5	non-significant
OG0013180	 SC	0.5	0.5	0.5	0.5	non-significant
OG0013182	 SC	0.00905871001604874	0.00905871001604874	0.0358961495216161	0.0358961495216161	both_selection
OG0013183	 SC	0.5	0.5	0.142459765028317	0.142459765028317	non-significant
OG0013184	 SC	0.5	0.5	0.309440935805747	0.309440935805747	non-significant
OG0013185	 SC	0.00799489692296534	0.00799489692296534	0.5	0.5	Ht_selection
OG0013186	 SC	0.5	0.5	0.5	0.5	non-significant
OG0013188	 SC	0.5	0.5	0.5	0.5	non-significant
OG0013189	 SC	0.458290220725861	0.458290220725861	0.5	0.5	non-significant
OG0013190	 SC	0.5	0.5	0.377712822365301	0.377712822365301	non-significant
OG0013191	 SC	0.274759040388675	0.274759040388675	0.0159284024908355	0.0159284024908355	He_selection
OG0013192	 SC	0.290741883516003	0.290741883516003	0.5	0.5	non-significant
OG0013193	 SC	0.5	0.5	0.5	0.5	non-significant
OG0013194	 SC	0.5	0.5	0.5	0.5	non-significant
OG0013195	 SC	0.5	0.5	0.5	0.5	non-significant
OG0013196	 SC	0.163378030844456	0.163378030844456	0.389856316314347	0.389856316314347	non-significant
OG0013197	 SC	0.5	0.5	0.5	0.5	non-significant
OG0013198	 SC	0.5	0.5	0.5	0.5	non-significant
OG0013199	 SC	0.5	0.5	0.452708661736751	0.452708661736751	non-significant
OG0013200	 SC	0.266916557746464	0.266916557746464	0.155090992323119	0.155090992323119	non-significant
OG0013201	 SC	0.5	0.5	0.5	0.5	non-significant
OG0013202	 SC	0.191262322225448	0.191262322225448	0.5	0.5	non-significant
OG0013203	 SC	0.419425766584366	0.419425766584366	0.5	0.5	non-significant
OG0013204	 SC	0.5	0.5	0.5	0.5	non-significant
OG0013205	 SC	0.5	0.5	0.5	0.5	non-significant
OG0013206	 SC	0.5	0.5	0.326666051680513	0.326666051680513	non-significant
OG0013207	 SC	0.5	0.5	0.5	0.5	non-significant
OG0013208	 SC	0.5	0.5	0.5	0.5	non-significant
OG0013210	 SC	0.158707476848915	0.158707476848915	0.5	0.5	non-significant
OG0013211	 SC	0.5	0.5	0.5	0.5	non-significant
OG0013212	 SC	0.5	0.5	0.486806379041145	0.486806379041145	non-significant
OG0013213	 SC	0.5	0.5	0.5	0.5	non-significant
OG0013214	 SC	0.5	0.5	0.5	0.5	non-significant
OG0013215	 SC	0.5	0.5	0.5	0.5	non-significant
OG0013216	 SC	0.105237445551666	0.105237445551666	0.496424807073336	0.496424807073336	non-significant
OG0013218	 SC	0.5	0.5	0.5	0.5	non-significant
OG0013219	 SC	0.5	0.5	0.5	0.5	non-significant
OG0013220	 SC	0.5	0.5	0.165367786956705	0.165367786956705	non-significant
OG0013221	 SC	0.170475732482741	0.170475732482741	0.421259332018633	0.421259332018633	non-significant
OG0013223	 SC	0.0677677613445963	0.0677677613445963	0.5	0.5	Ht_selection
OG0013224	 SC	0.5	0.5	0.246709144365419	0.246709144365419	non-significant
OG0013225	 SC	0.5	0.5	0.5	0.5	non-significant
OG0013226	 SC	0.253013651145159	0.253013651145159	0.5	0.5	non-significant
OG0013227	 SC	0.5	0.5	0.126253478296825	0.126253478296825	non-significant
OG0013228	 SC	0.5	0.5	0.5	0.5	non-significant
OG0013229	 SC	0.5	0.5	0.197317835320465	0.197317835320465	non-significant
OG0013230	 SC	0.5	0.5	0.5	0.5	non-significant
OG0013231	 SC	0.5	0.5	0.5	0.5	non-significant
OG0013232	 SC	0.5	0.5	0.5	0.5	non-significant
OG0013233	 SC	0.45964173206742	0.45964173206742	0.5	0.5	non-significant
OG0013234	 SC	0.5	0.5	0.5	0.5	non-significant
OG0013235	 SC	0.272633969326275	0.272633969326275	0.5	0.5	non-significant
OG0013236	 SC	0.5	0.5	0.5	0.5	non-significant
OG0013237	 SC	0.5	0.5	0.5	0.5	non-significant
OG0013239	 SC	0.338745626786617	0.338745626786617	0.5	0.5	non-significant
OG0013240	 SC	0.5	0.5	0.5	0.5	non-significant
OG0013241	 SC	0.5	0.5	0.5	0.5	non-significant
OG0013242	 SC	0.436400769590402	0.436400769590402	0.5	0.5	non-significant
OG0013244	 SC	0.123801019610198	0.123801019610198	0.5	0.5	non-significant
OG0013245	 SC	0.5	0.5	0.5	0.5	non-significant
OG0013246	 SC	0.5	0.5	0.492946445413611	0.492946445413611	non-significant
OG0013247	 SC	0.5	0.5	0.5	0.5	non-significant
OG0013248	 SC	0.5	0.5	0.5	0.5	non-significant
OG0013249	 SC	0.33204412999233	0.33204412999233	0.161599399055547	0.161599399055547	non-significant
OG0013250	 SC	0.491469748959454	0.491469748959454	0.5	0.5	non-significant
OG0013251	 SC	0.5	0.5	0.5	0.5	non-significant
OG0013252	 SC	0.5	0.5	0.5	0.5	non-significant
OG0013253	 SC	0.5	0.5	0.5	0.5	non-significant
OG0013254	 SC	0.118159868070979	0.118159868070979	0.195256649572076	0.195256649572076	non-significant
OG0013255	 SC	0.5	0.5	0.374772655365523	0.374772655365523	non-significant
OG0013256	 SC	0.5	0.5	0.5	0.5	non-significant
OG0013257	 SC	0.5	0.5	6.06966446103918e-06	1e-04	He_selection
OG0013258	 SC	0.5	0.5	0.5	0.5	non-significant
OG0013259	 SC	0.5	0.5	0.481874122917523	0.481874122917523	non-significant
OG0013260	 SC	0.5	0.5	0.184513655468905	0.184513655468905	non-significant
OG0013261	 SC	0.5	0.5	0.5	0.5	non-significant
OG0013262	 SC	0.5	0.5	0.5	0.5	non-significant
OG0013263	 SC	0.488136726259787	0.488136726259787	0.5	0.5	non-significant
OG0013264	 SC	0.5	0.5	0.5	0.5	non-significant
OG0013266	 SC	0.5	0.5	0.5	0.5	non-significant
OG0013267	 SC	0.5	0.5	0.491064392681223	0.491064392681223	non-significant
OG0013268	 SC	0.5	0.5	0.5	0.5	non-significant
OG0013269	 SC	0.5	0.5	0.5	0.5	non-significant
OG0013270	 SC	0.5	0.5	0.459154206274583	0.459154206274583	non-significant
OG0013271	 SC	0.212045515314186	0.212045515314186	0.250327752359055	0.250327752359055	non-significant
OG0013272	 SC	6.8003167235875e-05	1e-04	0.5	0.5	Ht_selection
OG0013273	 SC	0.5	0.5	0.5	0.5	non-significant
OG0013274	 SC	0.5	0.5	0.5	0.5	non-significant
OG0013275	 SC	0.5	0.5	0.5	0.5	non-significant
OG0013276	 SC	0.5	0.5	0.5	0.5	non-significant
OG0013277	 SC	0.5	0.5	0.0495617398243762	0.0495617398243762	He_selection
OG0013279	 SC	0.488246431522738	0.488246431522738	0.5	0.5	non-significant
OG0013280	 SC	0.321940423080592	0.321940423080592	0.5	0.5	non-significant
OG0013282	 SC	0.5	0.5	1.62909733123495e-05	1e-04	He_selection
OG0013283	 SC	0.5	0.5	0.111572257198592	0.111572257198592	non-significant
OG0013284	 SC	0.5	0.5	0.5	0.5	non-significant
OG0013285	 SC	0.5	0.5	0.5	0.5	non-significant
OG0013286	 SC	0.5	0.5	0.5	0.5	non-significant
OG0013287	 SC	0.5	0.5	0.5	0.5	non-significant
OG0013288	 SC	0.5	0.5	0.5	0.5	non-significant
OG0013290	 SC	0.5	0.5	0.5	0.5	non-significant
OG0013291	 SC	0.49211511361565	0.49211511361565	0.5	0.5	non-significant
OG0013292	 SC	0.5	0.5	0.5	0.5	non-significant
OG0013293	 SC	0.5	0.5	0.5	0.5	non-significant
OG0013294	 SC	0.5	0.5	0.5	0.5	non-significant
OG0013295	 SC	0.5	0.5	0.5	0.5	non-significant
OG0013296	 SC	0.5	0.5	0.471873423363	0.471873423363	non-significant
OG0013297	 SC	0.5	0.5	0.5	0.5	non-significant
OG0013298	 SC	0.5	0.5	0.111717892964367	0.111717892964367	non-significant
OG0013299	 SC	0.5	0.5	0.5	0.5	non-significant
OG0013300	 SC	0.5	0.5	0.5	0.5	non-significant
OG0013301	 SC	0.5	0.5	0.5	0.5	non-significant
OG0013304	 SC	0.5	0.5	0.5	0.5	non-significant
OG0013305	 SC	0.374100900758533	0.374100900758533	0.000478457716320324	0.000478457716320324	He_selection
OG0013306	 SC	0.5	0.5	0.5	0.5	non-significant
OG0013307	 SC	0.267532227589132	0.267532227589132	0.5	0.5	non-significant
OG0013308	 SC	0.5	0.5	0.5	0.5	non-significant
OG0013309	 SC	0.5	0.5	0.5	0.5	non-significant
OG0013310	 SC	0.468423456407354	0.468423456407354	0.5	0.5	non-significant
OG0013311	 SC	0.5	0.5	0.114578210783641	0.114578210783641	non-significant
OG0013312	 SC	0.5	0.5	0.5	0.5	non-significant
OG0013313	 SC	0.5	0.5	0.5	0.5	non-significant
OG0013314	 SC	0.5	0.5	0.5	0.5	non-significant
OG0013315	 SC	0.476966862526488	0.476966862526488	0.5	0.5	non-significant
OG0013316	 SC	0.5	0.5	0.5	0.5	non-significant
OG0013317	 SC	0.5	0.5	0.5	0.5	non-significant
OG0013318	 SC	0.5	0.5	0.5	0.5	non-significant
OG0013319	 SC	0.371482822869906	0.371482822869906	0.5	0.5	non-significant
OG0013320	 SC	0.0884407423516496	0.0884407423516496	0.363538146247016	0.363538146247016	Ht_selection
OG0013321	 SC	0.0298040341419854	0.0298040341419854	0.0213155885939403	0.0213155885939403	both_selection
OG0013322	 SC	0.5	0.5	0.5	0.5	non-significant
OG0013323	 SC	0.352382497408789	0.352382497408789	0.5	0.5	non-significant
OG0013324	 SC	0.300239000033245	0.300239000033245	0.277413652403476	0.277413652403476	non-significant
OG0013325	 SC	0.5	0.5	0.5	0.5	non-significant
OG0013326	 SC	0.423509455763003	0.423509455763003	0.402969175191682	0.402969175191682	non-significant
OG0013327	 SC	0.5	0.5	0.5	0.5	non-significant
OG0013328	 SC	0.00343072466740418	0.00343072466740418	0.00264851876959837	0.00264851876959837	both_selection
OG0013330	 SC	0.5	0.5	0.5	0.5	non-significant
OG0013331	 SC	0.5	0.5	0.5	0.5	non-significant
OG0013333	 SC	0.5	0.5	0.5	0.5	non-significant
OG0013334	 SC	0.5	0.5	0.5	0.5	non-significant
OG0013335	 SC	0.5	0.5	0.5	0.5	non-significant
OG0013336	 SC	0.5	0.5	0.5	0.5	non-significant
OG0013337	 SC	0.5	0.5	0.5	0.5	non-significant
OG0013338	 SC	0.5	0.5	0.223506954833661	0.223506954833661	non-significant
OG0013339	 SC	0.5	0.5	0.5	0.5	non-significant
OG0013340	 SC	0.5	0.5	0.5	0.5	non-significant
OG0013344	 SC	0.0183928852754842	0.0183928852754842	0.5	0.5	Ht_selection
OG0013345	 SC	0.5	0.5	0.5	0.5	non-significant
OG0013346	 SC	0.5	0.5	0.5	0.5	non-significant
OG0013347	 SC	0.5	0.5	0.5	0.5	non-significant
OG0013348	 SC	0.203380840313088	0.203380840313088	0.469535318006041	0.469535318006041	non-significant
OG0013350	 SC	0.450155645681424	0.450155645681424	0.0820228838560488	0.0820228838560488	He_selection
OG0013351	 SC	0.5	0.5	0.5	0.5	non-significant
OG0013352	 SC	0.5	0.5	0.5	0.5	non-significant
OG0013354	 SC	0.127826819948469	0.127826819948469	0.5	0.5	non-significant
OG0013355	 SC	0.5	0.5	0.5	0.5	non-significant
OG0013356	 SC	0.5	0.5	0.459799353789158	0.459799353789158	non-significant
OG0013357	 SC	0.485808583037038	0.485808583037038	0.458820670007633	0.458820670007633	non-significant
OG0013359	 SC	0.5	0.5	0.5	0.5	non-significant
OG0013360	 SC	0.5	0.5	0.5	0.5	non-significant
OG0013361	 SC	0.5	0.5	0.5	0.5	non-significant
OG0013362	 SC	0.223384067683021	0.223384067683021	0.5	0.5	non-significant
OG0013363	 SC	0.5	0.5	0.00974579326453284	0.00974579326453284	He_selection
OG0013364	 SC	0.332048044997626	0.332048044997626	0.5	0.5	non-significant
OG0013366	 SC	0.496784884441183	0.496784884441183	0.5	0.5	non-significant
OG0013367	 SC	0.5	0.5	0.5	0.5	non-significant
OG0013368	 SC	0.451925712479429	0.451925712479429	0.5	0.5	non-significant
OG0013369	 SC	0.5	0.5	0.277475244225469	0.277475244225469	non-significant
OG0013370	 SC	0.5	0.5	0.112302153630662	0.112302153630662	non-significant
OG0013371	 SC	0.346277297225986	0.346277297225986	0.0227223957971613	0.0227223957971613	He_selection
OG0013372	 SC	0.5	0.5	0.179240543402544	0.179240543402544	non-significant
OG0013373	 SC	0.5	0.5	0.5	0.5	non-significant
OG0013374	 SC	0.5	0.5	0.011787511296881	0.011787511296881	He_selection
OG0013377	 SC	0.5	0.5	0.5	0.5	non-significant
OG0013379	 SC	0.487678246810316	0.487678246810316	0.0954360268290594	0.0954360268290594	He_selection
OG0013380	 SC	0.5	0.5	0.5	0.5	non-significant
OG0013382	 SC	0.5	0.5	0.5	0.5	non-significant
OG0013383	 SC	0.5	0.5	0.5	0.5	non-significant
OG0013384	 SC	0.5	0.5	0.26602323581246	0.26602323581246	non-significant
OG0013385	 SC	0.5	0.5	0.5	0.5	non-significant
OG0013387	 SC	0.131913734392471	0.131913734392471	0.5	0.5	non-significant
OG0013388	 SC	0.5	0.5	0.412783037748193	0.412783037748193	non-significant
OG0013389	 SC	0.5	0.5	0.5	0.5	non-significant
OG0013390	 SC	0.5	0.5	0.5	0.5	non-significant
OG0013391	 SC	0.5	0.5	0.190473946905437	0.190473946905437	non-significant
OG0013392	 SC	0.5	0.5	0.5	0.5	non-significant
OG0013394	 SC	0.249637130599467	0.249637130599467	0.5	0.5	non-significant
OG0013396	 SC	0.5	0.5	0.5	0.5	non-significant
OG0013398	 SC	0.5	0.5	0.5	0.5	non-significant
OG0013399	 SC	0.5	0.5	0.5	0.5	non-significant
OG0013400	 SC	0.5	0.5	0.5	0.5	non-significant
OG0013402	 SC	0.5	0.5	8.51452242045525e-12	1e-04	He_selection
OG0013403	 SC	0.427841681804266	0.427841681804266	0.328078585382467	0.328078585382467	non-significant
OG0013404	 SC	0.5	0.5	0.5	0.5	non-significant
OG0013406	 SC	0.5	0.5	0.414095585076051	0.414095585076051	non-significant
OG0013407	 SC	0.5	0.5	0.5	0.5	non-significant
OG0013409	 SC	0.5	0.5	0.5	0.5	non-significant
OG0013410	 SC	0.229149990920301	0.229149990920301	0.5	0.5	non-significant
OG0013411	 SC	0.5	0.5	0.000480665110289547	0.000480665110289547	He_selection
OG0013412	 SC	0.5	0.5	0.5	0.5	non-significant
OG0013413	 SC	0.5	0.5	0.5	0.5	non-significant
OG0013414	 SC	0.5	0.5	0.333873301182476	0.333873301182476	non-significant
OG0013415	 SC	0.404738169234034	0.404738169234034	0.5	0.5	non-significant
OG0013416	 SC	0.5	0.5	0.5	0.5	non-significant
OG0013417	 SC	0.101289077006423	0.101289077006423	0.459146207021728	0.459146207021728	non-significant
OG0013418	 SC	0.347975723753942	0.347975723753942	0.5	0.5	non-significant
OG0013419	 SC	0.5	0.5	0.5	0.5	non-significant
OG0013420	 SC	0.5	0.5	0.5	0.5	non-significant
OG0013421	 SC	0.5	0.5	0.5	0.5	non-significant
OG0013422	 SC	0.499409388063315	0.499409388063315	0.5	0.5	non-significant
OG0013423	 SC	0.5	0.5	0.5	0.5	non-significant
OG0013424	 SC	0.5	0.5	0.5	0.5	non-significant
OG0013425	 SC	0.00736875841458362	0.00736875841458362	0.000810271376643967	0.000810271376643967	both_selection
